GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Total,Margin of Error; Total
1500000US390490007104,390490007104,"Block Group 4, Census Tract 7.10, Franklin County, Ohio",380,75
1500000US390490007201,390490007201,"Block Group 1, Census Tract 7.20, Franklin County, Ohio",369,69
1500000US390490007202,390490007202,"Block Group 2, Census Tract 7.20, Franklin County, Ohio",338,59
1500000US390490007203,390490007203,"Block Group 3, Census Tract 7.20, Franklin County, Ohio",463,69
1500000US390490007301,390490007301,"Block Group 1, Census Tract 7.30, Franklin County, Ohio",374,95
1500000US390490007302,390490007302,"Block Group 2, Census Tract 7.30, Franklin County, Ohio",333,83
1500000US390490007303,390490007303,"Block Group 3, Census Tract 7.30, Franklin County, Ohio",345,93
1500000US390490007304,390490007304,"Block Group 4, Census Tract 7.30, Franklin County, Ohio",302,87
1500000US390490007305,390490007305,"Block Group 5, Census Tract 7.30, Franklin County, Ohio",378,83
1500000US390490008101,390490008101,"Block Group 1, Census Tract 8.10, Franklin County, Ohio",443,100
1500000US390490008102,390490008102,"Block Group 2, Census Tract 8.10, Franklin County, Ohio",354,79
1500000US390490008103,390490008103,"Block Group 3, Census Tract 8.10, Franklin County, Ohio",397,79
1500000US390490008201,390490008201,"Block Group 1, Census Tract 8.20, Franklin County, Ohio",673,104
1500000US390490008202,390490008202,"Block Group 2, Census Tract 8.20, Franklin County, Ohio",273,76
1500000US390490008203,390490008203,"Block Group 3, Census Tract 8.20, Franklin County, Ohio",268,66
1500000US390490008204,390490008204,"Block Group 4, Census Tract 8.20, Franklin County, Ohio",306,72
1500000US390490009101,390490009101,"Block Group 1, Census Tract 9.10, Franklin County, Ohio",321,85
1500000US390490009102,390490009102,"Block Group 2, Census Tract 9.10, Franklin County, Ohio",444,83
1500000US390490009103,390490009103,"Block Group 3, Census Tract 9.10, Franklin County, Ohio",440,78
1500000US390490009104,390490009104,"Block Group 4, Census Tract 9.10, Franklin County, Ohio",348,72
1500000US390490009201,390490009201,"Block Group 1, Census Tract 9.20, Franklin County, Ohio",353,74
1500000US390490009202,390490009202,"Block Group 2, Census Tract 9.20, Franklin County, Ohio",285,58
1500000US390490009203,390490009203,"Block Group 3, Census Tract 9.20, Franklin County, Ohio",422,90
1500000US390490010001,390490010001,"Block Group 1, Census Tract 10, Franklin County, Ohio",247,123
1500000US390490010002,390490010002,"Block Group 2, Census Tract 10, Franklin County, Ohio",654,154
1500000US390490010003,390490010003,"Block Group 3, Census Tract 10, Franklin County, Ohio",402,119
1500000US390490010004,390490010004,"Block Group 4, Census Tract 10, Franklin County, Ohio",303,90
1500000US390490010005,390490010005,"Block Group 5, Census Tract 10, Franklin County, Ohio",337,125
1500000US390490010006,390490010006,"Block Group 6, Census Tract 10, Franklin County, Ohio",466,130
1500000US390490011101,390490011101,"Block Group 1, Census Tract 11.10, Franklin County, Ohio",448,79
1500000US390490011102,390490011102,"Block Group 2, Census Tract 11.10, Franklin County, Ohio",364,63
1500000US390490011103,390490011103,"Block Group 3, Census Tract 11.10, Franklin County, Ohio",359,69
1500000US390490011211,390490011211,"Block Group 1, Census Tract 11.21, Franklin County, Ohio",0,11
1500000US390490011212,390490011212,"Block Group 2, Census Tract 11.21, Franklin County, Ohio",26,24
1500000US390490011213,390490011213,"Block Group 3, Census Tract 11.21, Franklin County, Ohio",108,34
1500000US390490011221,390490011221,"Block Group 1, Census Tract 11.22, Franklin County, Ohio",788,48
1500000US390490011222,390490011222,"Block Group 2, Census Tract 11.22, Franklin County, Ohio",58,26
1500000US390490012001,390490012001,"Block Group 1, Census Tract 12, Franklin County, Ohio",517,84
1500000US390490012002,390490012002,"Block Group 2, Census Tract 12, Franklin County, Ohio",259,75
1500000US390490012003,390490012003,"Block Group 3, Census Tract 12, Franklin County, Ohio",119,45
1500000US390490012004,390490012004,"Block Group 4, Census Tract 12, Franklin County, Ohio",498,76
1500000US390490012005,390490012005,"Block Group 5, Census Tract 12, Franklin County, Ohio",130,43
1500000US390490013001,390490013001,"Block Group 1, Census Tract 13, Franklin County, Ohio",546,125
1500000US390490013002,390490013002,"Block Group 2, Census Tract 13, Franklin County, Ohio",745,140
1500000US390490013003,390490013003,"Block Group 3, Census Tract 13, Franklin County, Ohio",298,95
1500000US390490013004,390490013004,"Block Group 4, Census Tract 13, Franklin County, Ohio",511,126
1500000US390490014001,390490014001,"Block Group 1, Census Tract 14, Franklin County, Ohio",458,71
1500000US390490014002,390490014002,"Block Group 2, Census Tract 14, Franklin County, Ohio",304,70
1500000US390490015001,390490015001,"Block Group 1, Census Tract 15, Franklin County, Ohio",329,62
1500000US390490015002,390490015002,"Block Group 2, Census Tract 15, Franklin County, Ohio",310,55
1500000US390490015003,390490015003,"Block Group 3, Census Tract 15, Franklin County, Ohio",228,53
