GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - White alone,Margin of Error; Total: - White alone,Estimate; Total: - Black or African American alone,Margin of Error; Total: - Black or African American alone,Estimate; Total: - American Indian and Alaska Native alone,Margin of Error; Total: - American Indian and Alaska Native alone,Estimate; Total: - Asian alone,Margin of Error; Total: - Asian alone,Estimate; Total: - Native Hawaiian and Other Pacific Islander alone,Margin of Error; Total: - Native Hawaiian and Other Pacific Islander alone,Estimate; Total: - Some other race alone,Margin of Error; Total: - Some other race alone,Estimate; Total: - Two or more races:,Margin of Error; Total: - Two or more races:,Estimate; Total: - Two or more races: - Two races including Some other race,Margin of Error; Total: - Two or more races: - Two races including Some other race,"Estimate; Total: - Two or more races: - Two races excluding Some other race, and three or more races","Margin of Error; Total: - Two or more races: - Two races excluding Some other race, and three or more races"
1400000US39113001200,39113001200,"Census Tract 12, Montgomery County, Ohio",1011,234,410,129,481,173,0,11,24,35,3,7,0,11,93,81,0,11,93,81
1400000US39113001501,39113001501,"Census Tract 15.01, Montgomery County, Ohio",3669,259,2379,248,1140,192,23,29,9,15,0,11,14,18,104,48,7,12,97,46
1400000US39113001600,39113001600,"Census Tract 16, Montgomery County, Ohio",2184,258,1521,163,574,199,0,11,7,10,0,11,0,11,82,70,0,11,82,70
1400000US39113001700,39113001700,"Census Tract 17, Montgomery County, Ohio",859,103,737,124,118,71,0,11,0,11,0,11,0,11,4,7,0,11,4,7
1400000US39113001800,39113001800,"Census Tract 18, Montgomery County, Ohio",5949,683,4501,601,1128,298,29,45,56,64,0,15,13,21,222,178,0,15,222,178
1400000US39113001900,39113001900,"Census Tract 19, Montgomery County, Ohio",4709,536,4062,512,291,229,0,11,0,11,0,11,313,280,43,40,0,11,43,40
1400000US39113002000,39113002000,"Census Tract 20, Montgomery County, Ohio",3242,482,2218,414,779,210,43,58,0,11,9,14,146,223,47,38,0,11,47,38
1400000US39113002200,39113002200,"Census Tract 22, Montgomery County, Ohio",3004,249,2352,288,283,82,131,193,0,11,0,11,169,165,69,79,0,11,69,79
1400000US39113002300,39113002300,"Census Tract 23, Montgomery County, Ohio",3347,441,2545,397,477,276,0,11,38,45,0,11,66,62,221,131,0,11,221,131
1400000US39113002400,39113002400,"Census Tract 24, Montgomery County, Ohio",2529,273,2484,276,45,60,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US39113002500,39113002500,"Census Tract 25, Montgomery County, Ohio",5347,594,4416,657,698,409,0,15,16,25,0,15,95,151,122,102,0,15,122,102
1400000US39113002600,39113002600,"Census Tract 26, Montgomery County, Ohio",5661,718,5032,631,272,183,17,29,107,105,0,15,84,131,149,145,28,43,121,141
1400000US39113002700,39113002700,"Census Tract 27, Montgomery County, Ohio",2029,160,1887,175,111,101,0,11,22,23,0,11,0,11,9,14,0,11,9,14
1400000US39113002800,39113002800,"Census Tract 28, Montgomery County, Ohio",2141,247,1948,250,111,94,0,11,28,40,0,11,5,8,49,51,0,11,49,51
1400000US39113002900,39113002900,"Census Tract 29, Montgomery County, Ohio",4115,364,3832,347,126,210,17,25,36,53,0,11,0,11,104,165,0,11,104,165
1400000US39113003000,39113003000,"Census Tract 30, Montgomery County, Ohio",3048,260,2840,290,19,28,40,49,26,25,0,11,16,27,107,66,10,15,97,65
1400000US39113003100,39113003100,"Census Tract 31, Montgomery County, Ohio",2588,153,2470,154,99,61,0,11,1,7,0,11,0,11,18,21,0,11,18,21
1400000US39113003201,39113003201,"Census Tract 32.01, Montgomery County, Ohio",3271,308,2865,321,179,80,0,11,148,104,0,11,13,18,66,72,15,23,51,67
1400000US39113003300,39113003300,"Census Tract 33, Montgomery County, Ohio",4715,419,3540,422,919,398,11,17,0,11,0,11,42,52,203,133,0,11,203,133
1400000US39113003402,39113003402,"Census Tract 34.02, Montgomery County, Ohio",6783,324,5529,370,672,170,21,31,347,117,0,15,45,43,169,76,29,40,140,65
1400000US39113003403,39113003403,"Census Tract 34.03, Montgomery County, Ohio",3657,319,3256,311,176,87,0,11,179,66,0,11,30,36,16,24,0,11,16,24
1400000US39113003404,39113003404,"Census Tract 34.04, Montgomery County, Ohio",1898,216,1574,185,242,101,0,11,15,15,0,11,26,42,41,39,0,11,41,39
1400000US39113003500,39113003500,"Census Tract 35, Montgomery County, Ohio",2483,323,125,57,2340,318,0,11,0,11,0,11,0,11,18,29,0,11,18,29
1400000US39113003800,39113003800,"Census Tract 38, Montgomery County, Ohio",2928,353,142,106,2704,363,0,11,0,11,0,11,0,11,82,81,0,11,82,81
1400000US39113003900,39113003900,"Census Tract 39, Montgomery County, Ohio",2338,390,15,16,2099,321,0,11,0,11,0,11,47,45,177,165,0,11,177,165
1400000US39113004100,39113004100,"Census Tract 41, Montgomery County, Ohio",2071,298,38,33,1950,290,0,11,0,11,0,11,0,11,83,91,0,11,83,91
1400000US39113004200,39113004200,"Census Tract 42, Montgomery County, Ohio",2444,343,113,128,2252,330,18,27,0,11,0,11,16,26,45,49,0,11,45,49
1400000US39113004300,39113004300,"Census Tract 43, Montgomery County, Ohio",2161,223,185,163,1943,222,0,11,0,11,0,11,0,11,33,44,0,11,33,44
1400000US39113004400,39113004400,"Census Tract 44, Montgomery County, Ohio",2268,244,109,112,2159,245,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US39113004600,39113004600,"Census Tract 46, Montgomery County, Ohio",1691,357,344,131,1298,288,17,35,0,11,0,11,18,25,14,16,0,11,14,16
1400000US39113010100,39113010100,"Census Tract 101, Montgomery County, Ohio",2044,145,1977,151,13,29,0,11,15,14,0,11,10,15,29,25,0,11,29,25
1400000US39113010200,39113010200,"Census Tract 102, Montgomery County, Ohio",7074,142,6871,216,0,15,0,15,54,39,0,15,75,117,74,74,0,15,74,74
1400000US39113020100,39113020100,"Census Tract 201, Montgomery County, Ohio",2811,212,2608,241,65,54,8,12,9,13,0,11,0,11,121,105,0,11,121,105
1400000US39113020200,39113020200,"Census Tract 202, Montgomery County, Ohio",2939,213,2835,209,46,35,0,11,11,18,0,11,10,15,37,35,0,11,37,35
1400000US39113020300,39113020300,"Census Tract 203, Montgomery County, Ohio",2619,144,2537,144,10,16,0,11,72,55,0,11,0,11,0,11,0,11,0,11
1400000US39113020400,39113020400,"Census Tract 204, Montgomery County, Ohio",6368,456,5533,429,461,326,58,50,206,174,0,15,0,15,110,80,0,15,110,80
1400000US39113020500,39113020500,"Census Tract 205, Montgomery County, Ohio",1411,97,1284,99,42,39,6,10,57,58,0,11,0,11,22,27,0,11,22,27
1400000US39113020601,39113020601,"Census Tract 206.01, Montgomery County, Ohio",1786,103,1710,117,0,11,0,11,18,20,0,11,39,39,19,17,0,11,19,17
1400000US39113020602,39113020602,"Census Tract 206.02, Montgomery County, Ohio",1687,84,1629,85,0,11,0,11,45,51,0,11,0,11,13,16,0,11,13,16
1400000US39113020700,39113020700,"Census Tract 207, Montgomery County, Ohio",2997,168,2800,163,57,47,0,11,85,46,0,11,20,31,35,43,0,11,35,43
1400000US39113020800,39113020800,"Census Tract 208, Montgomery County, Ohio",2326,242,2173,232,110,76,0,11,0,11,0,11,11,18,32,33,0,11,32,33
1400000US39113020900,39113020900,"Census Tract 209, Montgomery County, Ohio",2439,286,2220,286,76,51,0,11,21,18,0,11,27,44,95,61,0,11,95,61
1400000US39113021000,39113021000,"Census Tract 210, Montgomery County, Ohio",1707,130,1612,155,16,25,3,5,22,31,0,11,0,11,54,43,7,10,47,43
1400000US39113021100,39113021100,"Census Tract 211, Montgomery County, Ohio",3142,277,2696,250,117,91,11,17,134,85,0,11,0,11,184,126,0,11,184,126
1400000US39113021200,39113021200,"Census Tract 212, Montgomery County, Ohio",1704,111,1480,158,57,44,0,11,111,75,0,11,0,11,56,40,0,11,56,40
1400000US39113021301,39113021301,"Census Tract 213.01, Montgomery County, Ohio",3006,302,2848,311,11,10,0,11,14,17,0,11,0,11,133,172,0,11,133,172
1400000US39113021302,39113021302,"Census Tract 213.02, Montgomery County, Ohio",1953,161,1894,160,0,11,0,11,47,51,0,11,0,11,12,14,0,11,12,14
1400000US39113021400,39113021400,"Census Tract 214, Montgomery County, Ohio",2744,176,2528,199,44,50,0,11,92,96,0,11,0,11,80,72,0,11,80,72
1400000US39113021501,39113021501,"Census Tract 215.01, Montgomery County, Ohio",2934,209,2596,243,171,136,0,11,128,115,0,11,0,11,39,38,13,21,26,24
1400000US39113021502,39113021502,"Census Tract 215.02, Montgomery County, Ohio",1673,193,1549,196,83,48,10,12,0,11,0,11,11,20,20,21,4,7,16,20
1400000US39113021601,39113021601,"Census Tract 216.01, Montgomery County, Ohio",2194,150,1964,149,116,97,0,11,33,46,0,11,61,92,20,21,5,7,15,20
1400000US39113021602,39113021602,"Census Tract 216.02, Montgomery County, Ohio",3457,178,3340,183,60,60,0,11,51,56,0,11,0,11,6,10,0,11,6,10
1400000US39113021700,39113021700,"Census Tract 217, Montgomery County, Ohio",2318,117,2199,122,12,16,0,11,70,68,0,11,0,11,37,28,8,13,29,25
1400000US39113021800,39113021800,"Census Tract 218, Montgomery County, Ohio",2159,150,1501,154,335,167,0,11,131,133,0,11,52,55,140,77,0,11,140,77
1400000US39113021900,39113021900,"Census Tract 219, Montgomery County, Ohio",2279,224,2079,219,53,55,5,8,39,48,0,11,65,99,38,30,0,11,38,30
1400000US39113030100,39113030100,"Census Tract 301, Montgomery County, Ohio",4276,511,3053,301,1055,416,0,11,57,49,0,11,0,11,111,91,0,11,111,91
1400000US39113030200,39113030200,"Census Tract 302, Montgomery County, Ohio",3102,320,2677,343,389,183,0,11,6,8,0,11,9,13,21,23,0,11,21,23
1400000US39113040101,39113040101,"Census Tract 401.01, Montgomery County, Ohio",1783,108,1701,115,17,18,0,11,0,11,0,11,3,5,62,49,0,11,62,49
1400000US39113040102,39113040102,"Census Tract 401.02, Montgomery County, Ohio",2149,176,1973,183,0,11,0,11,89,63,2,5,0,11,85,91,0,11,85,91
1400000US39113040103,39113040103,"Census Tract 401.03, Montgomery County, Ohio",2629,206,2496,201,47,53,27,32,12,20,0,11,0,11,47,59,0,11,47,59
1400000US39113040201,39113040201,"Census Tract 402.01, Montgomery County, Ohio",2762,194,2594,250,0,11,0,11,64,41,0,11,32,48,72,82,52,80,20,18
1400000US39113040203,39113040203,"Census Tract 402.03, Montgomery County, Ohio",2518,180,2126,214,49,35,0,11,278,124,0,11,11,18,54,64,0,11,54,64
1400000US39113040204,39113040204,"Census Tract 402.04, Montgomery County, Ohio",5009,351,4222,518,424,379,0,15,140,112,0,15,0,15,223,228,9,15,214,228
1400000US39113040302,39113040302,"Census Tract 403.02, Montgomery County, Ohio",5539,399,4470,319,934,403,16,29,0,15,0,15,20,32,99,84,0,15,99,84
1400000US39113040303,39113040303,"Census Tract 403.03, Montgomery County, Ohio",4901,261,4684,277,62,82,0,11,38,46,0,11,0,11,117,84,15,25,102,84
1400000US39113040305,39113040305,"Census Tract 403.05, Montgomery County, Ohio",2943,174,2576,169,22,27,0,11,217,78,4,6,0,11,124,59,0,11,124,59
1400000US39113040306,39113040306,"Census Tract 403.06, Montgomery County, Ohio",5029,310,4404,387,325,224,0,15,108,97,0,15,119,167,73,66,0,15,73,66
1400000US39113040401,39113040401,"Census Tract 404.01, Montgomery County, Ohio",5356,334,4662,359,316,198,37,51,261,238,37,56,27,41,16,25,0,15,16,25
1400000US39113040403,39113040403,"Census Tract 404.03, Montgomery County, Ohio",4044,363,3546,382,150,125,6,11,315,204,0,11,0,11,27,29,0,11,27,29
1400000US39113040405,39113040405,"Census Tract 404.05, Montgomery County, Ohio",5492,413,4387,492,379,221,0,15,521,178,0,15,11,20,194,174,0,15,194,174
1400000US39113040406,39113040406,"Census Tract 404.06, Montgomery County, Ohio",6465,494,5047,536,155,105,0,15,1171,411,0,15,0,15,92,104,0,15,92,104
1400000US39113050101,39113050101,"Census Tract 501.01, Montgomery County, Ohio",3935,271,3197,311,446,140,0,11,225,162,0,11,0,11,67,79,0,11,67,79
1400000US39113050103,39113050103,"Census Tract 501.03, Montgomery County, Ohio",8199,473,5786,444,657,243,0,15,1184,261,0,15,134,199,438,254,0,15,438,254
1400000US39113050104,39113050104,"Census Tract 501.04, Montgomery County, Ohio",2486,219,2210,236,179,115,8,13,0,11,0,11,7,11,82,111,0,11,82,111
1400000US39113050105,39113050105,"Census Tract 501.05, Montgomery County, Ohio",4897,349,4157,318,508,192,9,13,56,58,8,13,49,40,110,118,0,11,110,118
1400000US39113050301,39113050301,"Census Tract 503.01, Montgomery County, Ohio",2825,227,2522,247,217,194,9,14,0,11,0,11,30,45,47,42,0,11,47,42
1400000US39113050302,39113050302,"Census Tract 503.02, Montgomery County, Ohio",5351,332,4983,449,355,386,0,15,0,15,0,15,0,15,13,22,0,15,13,22
1400000US39113050303,39113050303,"Census Tract 503.03, Montgomery County, Ohio",4260,265,2797,264,1084,257,0,11,64,53,0,11,28,41,287,193,13,21,274,194
1400000US39113050401,39113050401,"Census Tract 504.01, Montgomery County, Ohio",5124,403,4914,437,24,38,0,15,75,94,0,15,0,15,111,95,0,15,111,95
1400000US39113050402,39113050402,"Census Tract 504.02, Montgomery County, Ohio",2089,284,1923,213,108,168,0,11,0,11,0,11,0,11,58,51,0,11,58,51
1400000US39113050502,39113050502,"Census Tract 505.02, Montgomery County, Ohio",3100,257,2738,262,219,159,0,11,108,99,0,11,35,51,0,11,0,11,0,11
1400000US39113050503,39113050503,"Census Tract 505.03, Montgomery County, Ohio",6645,686,6472,711,148,146,0,15,0,15,0,15,0,15,25,33,0,15,25,33
1400000US39113050504,39113050504,"Census Tract 505.04, Montgomery County, Ohio",6319,462,5661,445,196,161,0,15,247,223,0,15,49,70,166,116,0,15,166,116
1400000US39113050600,39113050600,"Census Tract 506, Montgomery County, Ohio",3736,300,3608,292,18,28,6,11,50,59,0,11,14,21,40,41,0,11,40,41
1400000US39113060100,39113060100,"Census Tract 601, Montgomery County, Ohio",3077,274,2426,323,543,206,0,11,0,11,0,11,0,11,108,90,60,74,48,40
1400000US39113060200,39113060200,"Census Tract 602, Montgomery County, Ohio",1706,208,930,154,707,123,0,11,0,11,0,11,0,11,69,64,0,11,69,64
1400000US39113060300,39113060300,"Census Tract 603, Montgomery County, Ohio",4315,391,877,198,3350,332,16,18,9,20,0,11,26,27,37,39,6,10,31,37
1400000US39113070101,39113070101,"Census Tract 701.01, Montgomery County, Ohio",4696,412,1660,177,2853,404,5,12,0,11,0,11,65,66,113,95,0,11,113,95
1400000US39113070102,39113070102,"Census Tract 701.02, Montgomery County, Ohio",3552,378,845,177,2562,380,0,11,19,31,0,11,10,17,116,102,0,11,116,102
1400000US39113070201,39113070201,"Census Tract 702.01, Montgomery County, Ohio",1419,166,667,149,612,129,14,22,15,23,0,11,20,29,91,70,0,11,91,70
1400000US39113070202,39113070202,"Census Tract 702.02, Montgomery County, Ohio",2023,178,150,49,1796,180,3,5,0,11,0,11,0,11,74,73,10,15,64,70
1400000US39113070300,39113070300,"Census Tract 703, Montgomery County, Ohio",2658,331,495,150,2044,313,0,11,0,11,0,11,111,129,8,13,0,11,8,13
1400000US39113070400,39113070400,"Census Tract 704, Montgomery County, Ohio",2531,272,782,147,1492,250,23,28,4,7,0,11,34,53,196,128,69,78,127,119
1400000US39113070500,39113070500,"Census Tract 705, Montgomery County, Ohio",4168,304,697,149,3264,312,15,18,0,11,0,11,7,11,185,138,0,11,185,138
1400000US39113070600,39113070600,"Census Tract 706, Montgomery County, Ohio",1065,95,227,105,780,118,0,11,0,11,0,11,46,77,12,15,3,5,9,14
1400000US39113070700,39113070700,"Census Tract 707, Montgomery County, Ohio",3395,373,609,197,2708,393,0,11,7,10,0,11,0,11,71,88,0,11,71,88
1400000US39113080100,39113080100,"Census Tract 801, Montgomery County, Ohio",6229,574,1575,245,4338,550,0,15,0,15,0,15,174,187,142,117,0,15,142,117
1400000US39113080200,39113080200,"Census Tract 802, Montgomery County, Ohio",2690,301,1415,284,1212,280,0,11,15,25,0,11,31,45,17,22,0,11,17,22
1400000US39113080300,39113080300,"Census Tract 803, Montgomery County, Ohio",1956,234,679,156,1201,229,0,11,0,11,0,11,33,83,43,36,0,11,43,36
1400000US39113080400,39113080400,"Census Tract 804, Montgomery County, Ohio",3017,355,1262,302,1594,274,46,42,0,11,0,11,28,42,87,136,0,11,87,136
1400000US39113080500,39113080500,"Census Tract 805, Montgomery County, Ohio",6144,520,4205,460,1475,483,0,15,63,71,0,15,0,15,401,214,0,15,401,214
1400000US39113080600,39113080600,"Census Tract 806, Montgomery County, Ohio",1574,167,1521,169,24,25,0,11,8,6,0,11,0,11,21,22,0,11,21,22
1400000US39113080700,39113080700,"Census Tract 807, Montgomery County, Ohio",2108,195,2100,193,8,13,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US39113090302,39113090302,"Census Tract 903.02, Montgomery County, Ohio",5934,477,5048,454,560,303,36,54,89,70,0,15,0,15,201,160,0,15,201,160
1400000US39113090303,39113090303,"Census Tract 903.03, Montgomery County, Ohio",3401,194,2447,188,558,142,17,30,198,117,0,11,0,11,181,101,0,11,181,101
1400000US39113090304,39113090304,"Census Tract 903.04, Montgomery County, Ohio",7038,555,5551,572,809,307,14,21,320,186,0,15,24,39,320,199,73,109,247,163
1400000US39113090600,39113090600,"Census Tract 906, Montgomery County, Ohio",3752,395,3474,406,147,109,0,11,19,30,0,11,44,45,68,55,0,11,68,55
1400000US39113090700,39113090700,"Census Tract 907, Montgomery County, Ohio",1349,144,1267,162,29,27,6,9,26,37,0,11,0,11,21,21,0,11,21,21
1400000US39113090800,39113090800,"Census Tract 908, Montgomery County, Ohio",1289,96,1218,107,66,39,0,11,0,11,0,11,0,11,5,8,0,11,5,8
1400000US39113090900,39113090900,"Census Tract 909, Montgomery County, Ohio",3533,258,3304,255,140,72,0,11,46,64,0,11,0,11,43,48,0,11,43,48
1400000US39113091000,39113091000,"Census Tract 910, Montgomery County, Ohio",2420,256,2290,249,0,11,10,15,22,36,0,11,5,9,93,72,20,21,73,70
1400000US39113091100,39113091100,"Census Tract 911, Montgomery County, Ohio",2996,301,2275,266,154,155,0,11,268,190,0,11,63,70,236,175,0,11,236,175
1400000US39113100101,39113100101,"Census Tract 1001.01, Montgomery County, Ohio",6553,385,4847,386,1126,214,20,30,89,62,0,15,75,85,396,218,0,15,396,218
1400000US39113100102,39113100102,"Census Tract 1001.02, Montgomery County, Ohio",5730,294,4341,314,1080,142,14,23,62,75,12,22,16,24,205,138,0,15,205,138
1400000US39113100201,39113100201,"Census Tract 1002.01, Montgomery County, Ohio",4610,331,3480,262,855,226,13,20,34,40,0,11,12,20,216,148,0,11,216,148
1400000US39113100202,39113100202,"Census Tract 1002.02, Montgomery County, Ohio",2381,221,1844,163,356,111,9,14,50,40,0,11,11,17,111,76,0,11,111,76
1400000US39113100203,39113100203,"Census Tract 1002.03, Montgomery County, Ohio",4996,322,4060,370,430,138,50,82,79,76,0,11,127,143,250,147,99,120,151,88
1400000US39113100301,39113100301,"Census Tract 1003.01, Montgomery County, Ohio",4182,265,3046,370,466,184,220,234,156,119,0,11,0,11,294,197,0,11,294,197
1400000US39113100302,39113100302,"Census Tract 1003.02, Montgomery County, Ohio",3132,174,2800,188,103,57,28,32,87,105,0,11,0,11,114,65,0,11,114,65
1400000US39113100400,39113100400,"Census Tract 1004, Montgomery County, Ohio",4844,341,3787,355,714,192,0,11,95,79,0,11,12,18,236,163,0,11,236,163
1400000US39113110100,39113110100,"Census Tract 1101, Montgomery County, Ohio",1430,153,1418,152,0,11,0,11,4,6,0,11,0,11,8,12,0,11,8,12
1400000US39113110201,39113110201,"Census Tract 1102.01, Montgomery County, Ohio",4574,253,4403,271,94,86,0,11,52,70,17,25,0,11,8,12,0,11,8,12
1400000US39113110202,39113110202,"Census Tract 1102.02, Montgomery County, Ohio",2683,289,2026,343,622,299,0,11,17,23,0,11,0,11,18,23,0,11,18,23
