State,Station Name,Month,Ridership,Average Rain,Average Temp
OH,Market District & 3rd Ave,Nov,3,2.8,43.7
OH,Market District & 3rd Ave,Oct,43,2.2,54.7
OH,Market District & 3rd Ave,Sep,47,2.7,66.2
OH,Michigan Ave & 3rd Ave,Apr,96,3.8,52
OH,Michigan Ave & 3rd Ave,Aug,129,3.6,72.3
OH,Michigan Ave & 3rd Ave,Dec,3,2.7,32.5
OH,Michigan Ave & 3rd Ave,Feb,40,2.1,30.9
OH,Michigan Ave & 3rd Ave,Jan,28,2.8,27.3
OH,Michigan Ave & 3rd Ave,Jul,173,3.9,74.3
OH,Michigan Ave & 3rd Ave,Jun,160,3.9,70.7
OH,Michigan Ave & 3rd Ave,Mar,32,3.4,41.9
OH,Michigan Ave & 3rd Ave,May,104,4.1,62.1
OH,Michigan Ave & 3rd Ave,Nov,21,2.8,43.7
OH,Michigan Ave & 3rd Ave,Oct,75,2.2,54.7
OH,Michigan Ave & 3rd Ave,Sep,125,2.7,66.2
OH,Nationwide Arena - Front St,Apr,155,3.8,52
OH,Nationwide Arena - Front St,Aug,214,3.6,72.3
OH,Nationwide Arena - Front St,Dec,33,2.7,32.5
OH,Nationwide Arena - Front St,Feb,36,2.1,30.9
OH,Nationwide Arena - Front St,Jan,23,2.8,27.3
OH,Nationwide Arena - Front St,Jul,169,3.9,74.3
OH,Nationwide Arena - Front St,Jun,190,3.9,70.7
OH,Nationwide Arena - Front St,Mar,61,3.4,41.9
OH,Nationwide Arena - Front St,May,138,4.1,62.1
OH,Nationwide Arena - Front St,Nov,72,2.8,43.7
OH,Nationwide Arena - Front St,Oct,158,2.2,54.7
OH,Nationwide Arena - Front St,Sep,150,2.7,66.2
OH,Neil Ave & 11th Ave,Apr,76,3.8,52
OH,Neil Ave & 11th Ave,Aug,134,3.6,72.3
OH,Neil Ave & 11th Ave,Dec,28,2.7,32.5
OH,Neil Ave & 11th Ave,Feb,38,2.1,30.9
OH,Neil Ave & 11th Ave,Jan,44,2.8,27.3
OH,Neil Ave & 11th Ave,Jul,129,3.9,74.3
OH,Neil Ave & 11th Ave,Jun,121,3.9,70.7
OH,Neil Ave & 11th Ave,Mar,48,3.4,41.9
OH,Neil Ave & 11th Ave,May,62,4.1,62.1
OH,Neil Ave & 11th Ave,Nov,42,2.8,43.7
OH,Neil Ave & 11th Ave,Oct,109,2.2,54.7
OH,Neil Ave & 11th Ave,Sep,180,2.7,66.2
OH,Neil Ave & Buttles Ave,Apr,190,3.8,52
OH,Neil Ave & Buttles Ave,Aug,169,3.6,72.3
OH,Neil Ave & Buttles Ave,Dec,31,2.7,32.5
OH,Neil Ave & Buttles Ave,Feb,78,2.1,30.9
OH,Neil Ave & Buttles Ave,Jan,60,2.8,27.3
OH,Neil Ave & Buttles Ave,Jul,221,3.9,74.3
OH,Neil Ave & Buttles Ave,Jun,174,3.9,70.7
OH,Neil Ave & Buttles Ave,Mar,68,3.4,41.9
OH,Neil Ave & Buttles Ave,May,174,4.1,62.1
OH,Neil Ave & Buttles Ave,Nov,37,2.8,43.7
OH,Neil Ave & Buttles Ave,Oct,128,2.2,54.7
OH,Neil Ave & Buttles Ave,Sep,153,2.7,66.2
OH,Neil Ave & King Ave,Apr,90,3.8,52
OH,Neil Ave & King Ave,Aug,115,3.6,72.3
OH,Neil Ave & King Ave,Dec,52,2.7,32.5
OH,Neil Ave & King Ave,Feb,69,2.1,30.9
OH,Neil Ave & King Ave,Jan,46,2.8,27.3
OH,Neil Ave & King Ave,Jul,135,3.9,74.3
OH,Neil Ave & King Ave,Jun,134,3.9,70.7
OH,Neil Ave & King Ave,Mar,63,3.4,41.9
OH,Neil Ave & King Ave,May,88,4.1,62.1
OH,Neil Ave & King Ave,Nov,60,2.8,43.7
OH,Neil Ave & King Ave,Oct,82,2.2,54.7
OH,Neil Ave & King Ave,Sep,102,2.7,66.2
OH,Neil Ave & Nationwide Blvd,Apr,191,3.8,52
OH,Neil Ave & Nationwide Blvd,Aug,236,3.6,72.3
OH,Neil Ave & Nationwide Blvd,Dec,22,2.7,32.5
OH,Neil Ave & Nationwide Blvd,Feb,91,2.1,30.9
OH,Neil Ave & Nationwide Blvd,Jan,45,2.8,27.3
OH,Neil Ave & Nationwide Blvd,Jul,244,3.9,74.3
OH,Neil Ave & Nationwide Blvd,Jun,269,3.9,70.7
OH,Neil Ave & Nationwide Blvd,Mar,76,3.4,41.9
OH,Neil Ave & Nationwide Blvd,May,275,4.1,62.1
OH,Neil Ave & Nationwide Blvd,Nov,47,2.8,43.7
OH,Neil Ave & Nationwide Blvd,Oct,129,2.2,54.7
OH,Neil Ave & Nationwide Blvd,Sep,208,2.7,66.2
OH,North Market,Apr,202,3.8,52
OH,North Market,Aug,258,3.6,72.3
OH,North Market,Dec,30,2.7,32.5
OH,North Market,Feb,83,2.1,30.9
OH,North Market,Jan,40,2.8,27.3
OH,North Market,Jul,399,3.9,74.3
OH,North Market,Jun,297,3.9,70.7
OH,North Market,Mar,80,3.4,41.9
OH,North Market,May,202,4.1,62.1
OH,North Market,Nov,54,2.8,43.7
OH,North Market,Oct,133,2.2,54.7
OH,North Market,Sep,225,2.7,66.2
OH,Parsons Ave & Oak St,Apr,73,3.8,52
OH,Parsons Ave & Oak St,Aug,55,3.6,72.3
OH,Parsons Ave & Oak St,Dec,12,2.7,32.5
OH,Parsons Ave & Oak St,Feb,28,2.1,30.9
OH,Parsons Ave & Oak St,Jan,43,2.8,27.3
OH,Parsons Ave & Oak St,Jul,91,3.9,74.3
OH,Parsons Ave & Oak St,Jun,72,3.9,70.7
OH,Parsons Ave & Oak St,Mar,36,3.4,41.9
OH,Parsons Ave & Oak St,May,71,4.1,62.1
OH,Parsons Ave & Oak St,Nov,16,2.8,43.7
OH,Parsons Ave & Oak St,Oct,46,2.2,54.7
OH,Parsons Ave & Oak St,Sep,66,2.7,66.2
OH,Schiller Park - Stewart Ave,Apr,93,3.8,52
OH,Schiller Park - Stewart Ave,Aug,133,3.6,72.3
OH,Schiller Park - Stewart Ave,Dec,6,2.7,32.5
OH,Schiller Park - Stewart Ave,Feb,20,2.1,30.9
OH,Schiller Park - Stewart Ave,Jan,11,2.8,27.3
OH,Schiller Park - Stewart Ave,Jul,186,3.9,74.3
OH,Schiller Park - Stewart Ave,Jun,131,3.9,70.7
OH,Schiller Park - Stewart Ave,Mar,35,3.4,41.9
OH,Schiller Park - Stewart Ave,May,107,4.1,62.1
OH,Schiller Park - Stewart Ave,Nov,7,2.8,43.7
OH,Schiller Park - Stewart Ave,Oct,102,2.2,54.7
OH,Schiller Park - Stewart Ave,Sep,98,2.7,66.2
OH,Scioto Audubon Center,Apr,210,3.8,52
OH,Scioto Audubon Center,Aug,300,3.6,72.3
OH,Scioto Audubon Center,Dec,27,2.7,32.5
OH,Scioto Audubon Center,Feb,77,2.1,30.9
OH,Scioto Audubon Center,Jan,11,2.8,27.3
OH,Scioto Audubon Center,Jul,357,3.9,74.3
OH,Scioto Audubon Center,Jun,273,3.9,70.7
OH,Scioto Audubon Center,Mar,57,3.4,41.9
OH,Scioto Audubon Center,May,302,4.1,62.1
OH,Scioto Audubon Center,Nov,45,2.8,43.7
OH,Scioto Audubon Center,Oct,130,2.2,54.7
OH,Scioto Audubon Center,Sep,261,2.7,66.2
OH,Sensenbrenner Park,Apr,155,3.8,52
OH,Sensenbrenner Park,Aug,120,3.6,72.3
OH,Sensenbrenner Park,Dec,56,2.7,32.5
OH,Sensenbrenner Park,Feb,72,2.1,30.9
OH,Sensenbrenner Park,Jan,50,2.8,27.3
OH,Sensenbrenner Park,Jul,200,3.9,74.3
OH,Sensenbrenner Park,Jun,170,3.9,70.7
OH,Sensenbrenner Park,Mar,78,3.4,41.9
OH,Sensenbrenner Park,May,143,4.1,62.1
OH,Sensenbrenner Park,Nov,78,2.8,43.7
OH,Sensenbrenner Park,Oct,125,2.2,54.7
OH,Sensenbrenner Park,Sep,132,2.7,66.2
OH,Thurman Ave & Bruck St,Apr,55,3.8,52
OH,Thurman Ave & Bruck St,Aug,80,3.6,72.3
OH,Thurman Ave & Bruck St,Dec,2,2.7,32.5
OH,Thurman Ave & Bruck St,Feb,12,2.1,30.9
OH,Thurman Ave & Bruck St,Jan,4,2.8,27.3
OH,Thurman Ave & Bruck St,Jul,79,3.9,74.3
OH,Thurman Ave & Bruck St,Jun,92,3.9,70.7
OH,Thurman Ave & Bruck St,Mar,16,3.4,41.9
OH,Thurman Ave & Bruck St,May,77,4.1,62.1
OH,Thurman Ave & Bruck St,Nov,8,2.8,43.7
OH,Thurman Ave & Bruck St,Oct,22,2.2,54.7
OH,Thurman Ave & Bruck St,Sep,78,2.7,66.2
OH,Topiary Park - Town St,Apr,156,3.8,52
OH,Topiary Park - Town St,Aug,107,3.6,72.3
OH,Topiary Park - Town St,Dec,32,2.7,32.5
OH,Topiary Park - Town St,Feb,70,2.1,30.9
OH,Topiary Park - Town St,Jan,116,2.8,27.3
OH,Topiary Park - Town St,Jul,132,3.9,74.3
OH,Topiary Park - Town St,Jun,152,3.9,70.7
OH,Topiary Park - Town St,Mar,119,3.4,41.9
OH,Topiary Park - Town St,May,166,4.1,62.1
OH,Topiary Park - Town St,Nov,55,2.8,43.7
OH,Topiary Park - Town St,Oct,91,2.2,54.7
OH,Topiary Park - Town St,Sep,102,2.7,66.2
OH,Weinland Park - 6th Ave,Apr,45,3.8,52
OH,Weinland Park - 6th Ave,Aug,61,3.6,72.3
OH,Weinland Park - 6th Ave,Dec,21,2.7,32.5
OH,Weinland Park - 6th Ave,Feb,23,2.1,30.9
OH,Weinland Park - 6th Ave,Jan,17,2.8,27.3
OH,Weinland Park - 6th Ave,Jul,70,3.9,74.3
OH,Weinland Park - 6th Ave,Jun,49,3.9,70.7
OH,Weinland Park - 6th Ave,Mar,27,3.4,41.9
OH,Weinland Park - 6th Ave,May,43,4.1,62.1
OH,Weinland Park - 6th Ave,Nov,54,2.8,43.7
OH,Weinland Park - 6th Ave,Oct,88,2.2,54.7
OH,Weinland Park - 6th Ave,Sep,92,2.7,66.2
